,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Neofusicoccum parvum 3,GCA_023081405.1,GCA_023082105.1,GCA_009830905.1,GCA_047841405.1,GCA_019009905.1,GCA_003171545.1,GCA_003016585.1,GCA_009806525.1,
Neofusicoccum parvum 4,GCA_023082105.1,GCA_023084425.1,GCA_029906385.1,GCA_047728375.1,GCA_030028555.1,GCA_003498065.1,GCA_949125665.1,GCA_048933985.1,GCA_038050945.1
Neofusicoccum parvum 5,GCA_023084425.1,GCA_023084435.1,GCA_037356115.1,GCA_964300275.1,GCA_038051245.1,GCA_004151525.1,GCA_018346255.1,GCA_011057555.1,GCA_038050625.1
Neofusicoccum parvum 6,GCA_023084435.1,GCA_023084805.1,GCA_009829445.1,GCA_023087785.1,GCA_038381195.1,GCA_003704595.1,GCA_000750745.1,GCA_041531625.1,GCA_000468175.2
Neofusicoccum parvum 7,GCA_023084805.1,GCA_023087445.1,GCA_009829445.1,GCA_047729415.1,GCA_041146515.1,GCA_004918215.1,GCA_043175535.1,GCA_015679585.1,GCA_023335535.1
Neofusicoccum parvum 8,GCA_023087445.1,GCA_023087485.1,GCA_009829435.1,GCA_047668925.1,GCA_038025095.1,GCA_020572075.1,GCA_964256345.1,,GCA_000149755.2
Neofusicoccum parvum 9,GCA_023087485.1,GCA_023088165.1,GCA_036936575.1,GCA_047841795.1,GCA_010015785.1,GCA_022813025.1,GCA_002314275.2,GCA_015501065.1,GCA_023334105.1
Colletotrichum acutatum 0,GCA_001662755.1,GCA_019022555.1,GCA_002814275.1,,GCA_002893025.1,GCA_019843625.1,GCA_003316355.1,GCA_000988165.1,GCA_018873755.1
Colletotrichum acutatum 1,GCA_019022555.1,GCA_020457905.1,GCA_003122705.1,,GCA_002893045.1,GCA_040822265.1,GCA_012295365.1,GCA_004194325.1,GCA_038051135.1
Colletotrichum acutatum 2,GCA_020457905.1,GCA_020457915.1,GCA_014705265.1,,GCA_018440705.1,GCA_043257305.1,GCA_022609365.1,GCA_024243705.1,
Colletotrichum acutatum 3,GCA_020457915.1,GCA_020457925.1,GCA_001593745.2,,GCA_018982765.1,GCA_030780745.1,GCA_028827025.1,GCA_022478985.1,GCA_020800235.2
Colletotrichum acutatum 4,GCA_020457925.1,GCA_020458275.1,GCA_023376865.1,,GCA_029607825.1,GCA_004346965.1,GCA_030583385.1,GCA_031841665.1,
Colletotrichum acutatum 5,GCA_020458275.1,GCA_020458295.1,GCA_025327135.1,,GCA_011033005.1,GCA_027946515.1,GCA_002837675.1,GCA_022376555.1,GCA_038050715.1
Colletotrichum acutatum 6,GCA_020458295.1,GCA_020458395.1,GCA_030867335.1,,GCA_019188265.1,GCA_022661205.1,GCA_047840215.1,GCA_003313185.1,GCA_023334195.1
Colletotrichum acutatum 7,GCA_020458395.1,GCA_020464265.1,GCA_031008025.1,,GCA_003724135.2,GCA_038088425.1,GCA_046251385.1,GCA_013036905.1,GCA_023336125.1
Colletotrichum acutatum 8,GCA_020464265.1,GCA_020464275.1,GCA_013390185.1,,GCA_014636675.1,GCA_900474655.3,GCA_002865645.1,GCA_038090255.1,GCA_920618645.1
Colletotrichum acutatum 9,GCA_020464275.1,GCA_020464295.1,GCA_014705485.1,,GCA_018140825.1,GCA_022288605.1,,GCA_038093455.1,GCA_039619315.1
Wallemia mellicola 0,GCA_004917925.1,GCA_004917935.1,GCA_000400465.1,,,,GCA_040804235.1,GCA_025389085.1,GCA_001306755.1
Wallemia mellicola 1,GCA_004917935.1,GCA_004917965.1,GCA_004918655.1,,,,GCA_018154595.1,GCA_028532805.1,
Wallemia mellicola 2,GCA_004917965.1,GCA_004917975.1,GCA_004918065.1,,,,GCA_030462675.1,GCA_023087155.1,GCA_009732945.1
Wallemia mellicola 3,GCA_004917975.1,GCA_004918005.1,GCA_004918235.1,,,,GCA_000500245.1,GCA_019925495.1,GCA_025722995.1
Wallemia mellicola 4,GCA_004918005.1,GCA_004918025.1,GCA_004917865.1,,,,GCA_001263195.1,GCA_024139495.1,GCA_023334355.1
Wallemia mellicola 5,GCA_004918025.1,GCA_004918075.1,GCA_004918315.1,,,,GCA_033735075.1,GCA_027603655.1,GCA_002911725.1
Wallemia mellicola 6,GCA_004918075.1,GCA_004918155.1,GCA_004918755.1,,,,GCA_002222295.1,GCA_030557395.1,GCA_001712645.2
Wallemia mellicola 7,GCA_004918155.1,GCA_004918485.1,GCA_004918235.1,,,,GCA_038092495.1,GCA_028458545.1,GCA_001306775.1
Wallemia mellicola 8,GCA_004918485.1,GCA_004918515.1,GCA_004918445.1,,,,GCA_030504495.1,GCA_001298375.2,GCA_900312765.1
Wallemia mellicola 9,GCA_004918515.1,GCA_004918525.1,GCA_004918655.1,,,,GCA_000296255.1,GCA_030406815.1,GCA_016864775.1
Trichophyton rubrum 0,GCA_000812105.1,GCA_001651445.1,GCA_900162065.1,GCA_030015455.1,GCA_000149775.1,GCA_025769485.1,GCA_023010855.1,GCA_033735215.1,GCA_023337965.1
Trichophyton rubrum 1,GCA_001651445.1,GCA_021853085.1,GCA_023065845.1,GCA_000151145.1,GCA_000170175.2,GCA_043882585.1,GCA_000820885.1,GCA_020906515.1,GCA_023337935.1
Trichophyton rubrum 2,GCA_021853085.1,GCA_021853495.1,GCA_048987745.1,GCA_030015485.1,GCA_001014755.1,GCA_030061575.1,GCA_964255625.1,GCA_040762955.1,GCA_007655245.1
Trichophyton rubrum 3,GCA_021853495.1,GCA_021853505.1,GCA_019359935.1,GCA_030015485.1,GCA_022830865.1,GCA_028827425.1,GCA_964257225.1,GCA_032821775.1,GCA_042083075.1
Trichophyton rubrum 4,GCA_021853505.1,GCA_021853515.1,GCA_046864995.1,GCA_026259265.1,GCA_001883825.1,GCA_008694435.1,GCA_046563635.1,GCA_038091995.1,GCA_042082825.1
Trichophyton rubrum 5,GCA_021853515.1,GCA_021853525.1,GCA_037576225.1,GCA_026259295.1,GCA_041956615.1,GCA_000769735.1,GCA_039700835.1,GCA_024613185.1,GCA_023333735.1
Trichophyton rubrum 6,GCA_021853525.1,GCA_021854105.1,GCA_046865305.1,GCA_011692745.1,GCA_000150645.1,GCA_018410175.1,GCA_039905835.1,GCA_026914245.1,GCA_020976625.1
Trichophyton rubrum 7,GCA_021854105.1,GCA_910591615.1,GCA_046867055.1,GCA_030789025.1,GCA_020976775.1,GCA_002217615.1,GCA_001741725.1,GCA_027579325.1,
Trichophyton rubrum 8,GCA_910591615.1,GCA_910591845.1,GCA_046867055.1,GCA_030015485.1,GCA_003206785.1,GCA_039267875.1,GCA_003271675.1,GCA_024321985.1,GCA_038050935.1
Trichophyton rubrum 9,GCA_910591845.1,GCA_910591905.1,GCA_046865135.1,GCA_032351835.1,GCA_001430955.1,GCA_023620825.1,GCA_003705765.3,GCA_965112885.1,GCA_001314435.1
Puccinia striiformis 0,GCA_002008925.1,GCA_002008935.1,GCA_000149925.1,,GCA_000469055.2,,GCA_038092795.1,GCA_947344085.1,GCA_023338135.1
Puccinia striiformis 1,GCA_002008935.1,GCA_002008965.1,,GCA_000785685.1,GCA_022264835.1,,GCA_927399515.3,GCA_023620865.1,GCA_003546565.1
Puccinia striiformis 2,GCA_002008965.1,GCA_002920065.1,GCA_013090125.1,GCA_002994555.1,GCA_030280995.1,,GCA_019915075.1,GCA_002925215.1,GCA_004137865.1
Puccinia striiformis 3,GCA_002920065.1,GCA_002920205.1,GCA_001707095.1,GCA_002994555.1,,,GCA_001179705.1,GCA_023088395.1,
Puccinia striiformis 4,GCA_002920205.1,GCA_004194325.1,GCA_008522505.1,GCA_000785685.1,GCA_000469055.2,,GCA_002897395.1,GCA_002778095.1,
Puccinia striiformis 5,GCA_004194325.1,GCA_001936605.2,,,GCA_943181505.1,,GCA_046055875.1,GCA_020500695.1,
Puccinia striiformis 6,GCA_001936605.2,GCA_002900275.1,GCA_001707075.1,GCA_000785685.1,GCA_023105775.1,,GCA_963379295.1,GCA_020736575.1,GCA_002025845.1
Puccinia striiformis 7,GCA_002900275.1,GCA_011750625.1,GCA_001707355.1,GCA_000785685.1,,,GCA_021029095.1,GCA_028026935.1,GCA_000961115.1
Puccinia striiformis 8,GCA_011750625.1,GCA_011750755.1,GCA_903797515.1,GCA_002994555.1,GCA_000204055.1,,GCA_019970605.1,GCA_025217145.1,GCA_000367145.1
Puccinia striiformis 9,GCA_011750755.1,GCA_021901655.1,,,GCA_000469055.2,,GCA_040364925.1,GCA_003206755.1,GCA_023338175.1
Colletotrichum siamense 0,GCA_008520285.1,GCA_011426375.1,GCA_036785755.1,,GCA_018440605.1,GCA_002924835.1,GCA_002236685.2,GCA_020736865.1,GCA_012295175.1
Colletotrichum siamense 1,GCA_011426375.1,GCA_011426385.1,GCA_009806415.1,,GCA_018982865.1,GCA_002120325.1,GCA_019923895.1,GCA_027577765.1,GCA_947646735.1
Colletotrichum siamense 2,GCA_011426385.1,GCA_011428095.1,GCA_032988895.1,,GCA_019188255.1,GCA_022280935.1,GCA_022814505.1,GCA_040368585.1,GCA_013122855.1
Colletotrichum siamense 3,GCA_011428095.1,GCA_011428115.1,GCA_030770045.1,,GCA_011066485.2,GCA_035079535.1,GCA_037952655.1,GCA_022385755.1,GCA_016864665.1
Colletotrichum siamense 4,GCA_011428115.1,GCA_011445115.1,GCA_002632455.2,,GCA_014636675.1,GCA_003415625.1,GCA_016859295.1,GCA_017654825.1,GCA_023333845.1
Colletotrichum siamense 5,GCA_011445115.1,GCA_011947465.1,GCA_011947275.1,,GCA_004798885.1,GCA_023628315.1,GCA_046133815.1,GCA_000950635.1,GCA_001600475.1
Colletotrichum siamense 6,GCA_011947465.1,GCA_013201745.1,,,GCA_002851775.1,GCA_003945705.1,GCA_026650225.1,GCA_048932755.1,GCA_023334995.1
Colletotrichum siamense 7,GCA_013201745.1,GCA_013201755.1,GCA_012932255.1,,GCA_018440655.1,GCA_011035355.1,GCA_030412615.1,,GCA_023336075.1
Colletotrichum siamense 8,GCA_013201755.1,GCA_013201795.1,GCA_045682565.1,,GCA_000150825.1,GCA_001717855.1,GCA_004917385.1,GCA_038092615.1,GCA_016864815.1
Colletotrichum siamense 9,GCA_013201795.1,GCA_013201865.1,GCA_034638235.1,,GCA_018982765.1,GCA_022180325.1,GCA_947343765.1,GCA_003316545.1,GCA_001482985.1
Fusarium equiseti 0,GCA_003313175.1,GCA_002894235.1,GCA_014824405.1,GCA_046630685.1,GCA_000222915.1,GCA_038023885.1,GCA_011503125.2,GCA_024345305.1,GCA_023335995.1
Fusarium equiseti 1,GCA_002894235.1,GCA_003316835.1,GCA_011032885.1,GCA_004381005.1,GCA_026225705.1,GCA_047323855.1,GCA_000750935.1,GCA_900011025.1,GCA_030278985.1
Fusarium equiseti 2,GCA_003316835.1,GCA_004367125.1,GCA_001703035.1,GCA_040938415.1,GCA_021442215.1,GCA_020458275.1,GCA_029203305.1,GCA_037954145.1,GCA_002099245.1
Fusarium equiseti 3,GCA_004367125.1,GCA_019054785.1,GCA_043176555.1,GCA_019137815.1,GCA_030787405.1,GCA_022578965.1,GCA_001901625.1,,GCA_021527665.1
Fusarium equiseti 4,GCA_019054785.1,GCA_019054855.1,GCA_018345325.1,GCA_016508645.1,GCA_023168115.2,GCA_003016725.1,GCA_001740415.1,GCA_000292625.1,GCA_016864665.1
Fusarium equiseti 5,GCA_019054855.1,GCA_019054885.1,GCA_001702555.1,GCA_030370815.1,GCA_029290855.1,GCA_009861465.1,GCA_001740075.1,GCA_023853785.1,GCA_921012115.1
Fusarium equiseti 6,GCA_019054885.1,GCA_019054915.1,GCA_011032855.1,GCA_019137265.1,GCA_030789505.1,GCA_030913485.1,GCA_041956625.1,GCA_038093855.1,GCA_037965435.1
Fusarium equiseti 7,GCA_019054915.1,GCA_019054925.1,GCA_027945265.1,GCA_024336345.1,GCA_028870775.1,GCA_030411725.1,GCA_949126085.1,GCA_003833135.1,
Fusarium equiseti 8,GCA_019054925.1,GCA_019054965.1,GCA_040112925.1,GCA_001696505.1,GCA_030779125.1,GCA_022578795.1,GCA_047841045.1,GCA_012932865.1,GCA_042082295.1
Fusarium equiseti 9,GCA_019054965.1,GCA_019055005.1,GCA_022813395.1,GCA_014621995.1,GCA_029379155.1,GCA_009802925.1,GCA_025768325.1,GCA_001574975.1,GCA_023333825.1
Microbotryum violaceum 0,GCA_022506055.1,GCA_009602455.1,GCA_900015975.1,,,GCA_921037615.3,GCA_002994825.1,GCA_000976545.2,GCA_020226015.1
Microbotryum violaceum 1,GCA_009602455.1,GCA_022505985.1,GCA_001244265.2,,,GCA_026119225.1,GCA_038091775.1,GCA_020574265.1,GCA_009835205.1
Microbotryum violaceum 2,GCA_022505985.1,GCA_022505995.1,GCA_003121365.1,,,GCA_024734855.1,GCA_038090135.1,GCA_042609085.1,GCA_024679075.1
Microbotryum violaceum 3,GCA_022505995.1,GCA_022506005.1,GCA_900010715.1,,,GCA_039545255.1,GCA_011032875.1,GCA_038381155.1,GCA_042082505.1
Microbotryum violaceum 4,GCA_022506005.1,GCA_022506015.1,GCA_900016715.1,,,GCA_034509285.1,GCA_913546405.1,GCA_000734525.1,GCA_011947335.1
Microbotryum violaceum 5,GCA_022506015.1,GCA_022506025.1,GCA_900016715.1,,,GCA_001600155.1,GCA_038088995.1,GCA_037074665.1,GCA_042082445.1
Microbotryum violaceum 6,GCA_022506025.1,GCA_022506095.1,GCA_900010535.1,,,GCA_019190375.1,GCA_964235335.1,GCA_035772935.1,GCA_000509465.1
Microbotryum violaceum 7,GCA_022506095.1,GCA_022506105.1,GCA_003665825.1,,,GCA_019828645.1,GCA_015501535.1,GCA_043884055.1,GCA_038050675.1
Microbotryum violaceum 8,GCA_022506105.1,GCA_022702565.1,GCA_900012385.1,,,GCA_019190525.1,GCA_048537365.1,GCA_026151695.1,GCA_042083075.1
Microbotryum violaceum 9,GCA_022702565.1,GCA_022702585.1,GCA_900120095.1,,,GCA_019190765.1,GCA_030462715.1,GCA_027579585.1,GCA_009733125.1
Friedmanniomyces endolithicus 0,GCA_030411845.1,GCA_005059855.1,GCA_005059865.1,GCA_024760885.1,GCA_040114375.1,GCA_002976075.1,GCA_010015875.1,GCA_040365635.1,GCA_000387465.2
Friedmanniomyces endolithicus 1,GCA_005059855.1,GCA_030411825.1,GCA_005059865.1,GCA_021028855.1,GCA_022570795.1,GCA_019924715.1,GCA_030569995.1,GCA_965113095.1,GCA_029452305.1
Friedmanniomyces endolithicus 2,GCA_030411825.1,GCA_030411835.1,GCA_005059865.1,GCA_035926095.1,GCA_013365235.1,GCA_047728075.1,GCA_043176075.1,GCA_000697075.1,GCA_001278155.1
Friedmanniomyces endolithicus 3,GCA_030411835.1,GCA_030411855.1,GCA_005059865.1,GCA_024761515.1,,GCA_023085605.1,GCA_024668715.1,GCA_902501445.1,GCA_023334015.1
Friedmanniomyces endolithicus 4,GCA_030411855.1,GCA_030411865.1,GCA_005059865.1,GCA_024760885.1,GCA_029873915.1,GCA_009728645.1,GCA_030512295.1,GCA_024811115.1,GCA_009733145.1
Friedmanniomyces endolithicus 5,GCA_030411865.1,,GCA_005059865.1,GCA_000338955.1,GCA_002236485.2,GCA_025541055.1,GCA_964257645.1,GCA_002220035.1,GCA_023335905.1
Friedmanniomyces endolithicus 7,GCA_030553175.1,GCA_030553185.1,GCA_005059865.1,GCA_003704585.1,GCA_040114395.1,GCA_025541035.1,GCA_041026505.1,GCA_025093545.1,GCA_001414525.1
Friedmanniomyces endolithicus 8,GCA_030553185.1,GCA_030553195.1,GCA_005059865.1,GCA_035926115.1,GCA_040114395.1,GCA_020574295.1,GCA_949129075.1,GCA_001600355.1,GCA_023338135.1
Friedmanniomyces endolithicus 9,GCA_030553195.1,GCA_030553205.1,GCA_005059865.1,GCA_003704355.1,GCA_002236465.2,GCA_047665085.1,GCA_001548815.1,GCA_038089255.1,GCA_032158065.1
Trichoderma reesei 0,GCA_001999515.1,GCA_004762065.1,GCA_036169685.1,GCA_001278495.1,GCA_016166285.1,GCA_014849395.1,GCA_029873855.1,GCA_038092215.1,GCA_042082345.1
Trichoderma reesei 1,GCA_004762065.1,GCA_009835125.1,GCA_002838845.1,GCA_003055955.1,GCA_030780325.1,GCA_030411735.1,GCA_022345075.1,GCA_951394405.1,GCA_027475765.1
Trichoderma reesei 2,GCA_009835125.1,GCA_016806755.1,GCA_030278935.1,GCA_036429605.1,GCA_006981975.1,GCA_905109765.1,,GCA_030435595.1,GCA_039619315.1
Trichoderma reesei 3,GCA_016806755.1,GCA_016806775.1,GCA_026401235.1,GCA_003055185.1,GCA_041870755.1,GCA_014850995.1,GCA_947343465.1,GCA_964248975.1,GCA_031305395.1
Trichoderma reesei 4,GCA_016806775.1,GCA_016806795.1,GCA_001599035.1,GCA_003055185.1,GCA_900044135.1,GCA_000734655.1,GCA_030571165.1,GCA_905071745.1,GCA_001950855.1
Trichoderma reesei 5,GCA_016806795.1,GCA_016806815.1,GCA_022813565.1,GCA_025331125.1,GCA_041154725.1,GCA_022539325.1,GCA_020826875.1,GCA_037177845.1,GCA_019297655.1
Trichoderma reesei 6,GCA_016806815.1,GCA_016806875.1,GCA_047301815.1,GCA_003055955.1,GCA_016166225.1,GCA_022661375.1,GCA_032357745.1,GCA_000597645.1,GCA_003287315.1
Trichoderma reesei 7,GCA_016806875.1,GCA_026225705.1,GCA_018804165.1,GCA_025331125.1,GCA_019670985.1,GCA_026653275.1,GCA_022831955.1,GCA_018850275.1,GCA_001933405.1
Trichoderma reesei 8,GCA_026225705.1,GCA_026225735.1,GCA_022813585.1,GCA_029290815.1,GCA_009299215.1,GCA_002197995.1,GCA_020503465.1,GCA_037974285.1,GCA_038051095.1
Trichoderma reesei 9,GCA_026225735.1,GCA_028870645.1,GCA_028554805.1,GCA_003055145.1,GCA_030780185.1,GCA_009806155.1,GCA_030557875.1,GCA_030770075.1,GCA_042082885.1
Geotrichum candidum 0,GCA_013365045.1,,GCA_025605225.1,GCA_900642975.1,GCA_030556915.1,,GCA_020500075.1,GCA_019633555.1,GCA_042082905.1
Geotrichum candidum 2,GCA_011420275.1,GCA_013305595.1,GCA_013305805.1,GCA_030564925.1,GCA_003054305.1,,GCA_022478735.1,GCA_041722495.1,GCA_023335835.1
Geotrichum candidum 3,GCA_013305595.1,GCA_013365065.1,,GCA_030578655.1,GCA_040938875.1,,GCA_036172615.1,GCA_902500935.1,GCA_023335535.1
Geotrichum candidum 4,GCA_013365065.1,GCA_013365075.1,GCA_030569335.1,GCA_900654225.1,GCA_937857865.1,,GCA_011034105.1,GCA_965113155.1,GCA_000468175.2
Geotrichum candidum 5,GCA_013365075.1,GCA_013365125.1,GCA_022023575.1,GCA_030571335.1,GCA_030574255.1,,GCA_046133775.1,GCA_002008965.1,GCA_038051045.1
Geotrichum candidum 6,GCA_013365125.1,GCA_014596635.1,GCA_030558905.1,GCA_900497715.1,GCA_040939005.1,,GCA_023085265.1,GCA_964034925.1,GCA_042082325.1
Geotrichum candidum 7,GCA_014596635.1,GCA_019450175.1,GCA_013305805.1,GCA_900654225.1,GCA_017639365.1,,GCA_009801535.1,GCA_928852645.1,GCA_033558025.1
Geotrichum candidum 8,GCA_019450175.1,GCA_020466465.1,GCA_025605225.1,GCA_900642975.1,GCA_040208335.1,,GCA_009297755.1,GCA_026538355.1,GCA_019297655.1
Geotrichum candidum 9,GCA_020466465.1,GCA_020466505.1,GCA_030566085.1,GCA_900642975.1,GCA_900519065.1,,GCA_022355435.1,GCA_963378725.2,GCA_020800215.1
Puccinia triticina 0,GCA_013090125.1,GCA_019358815.1,GCA_001624995.1,GCA_002994555.1,GCA_041381035.1,,GCA_041722455.1,GCA_019924295.1,GCA_042082325.1
Puccinia triticina 1,GCA_019358815.1,GCA_026914185.1,GCA_001191645.1,,GCA_002157005.1,,GCA_038091995.1,GCA_047841055.1,GCA_042082345.1
Puccinia triticina 2,GCA_026914185.1,GCA_026914245.1,GCA_025169535.1,,GCA_902702905.1,,GCA_018154785.1,GCA_048937355.1,GCA_038051225.1
Puccinia triticina 3,GCA_026914245.1,,,,GCA_000500775.1,,GCA_018282005.1,GCA_947370445.1,GCA_038048875.1
Puccinia triticina 6,GCA_029633885.1,GCA_029634005.1,GCA_021901655.1,GCA_002994555.1,GCA_025201825.1,,GCA_023212695.1,GCA_964256565.1,GCA_001950855.1
Puccinia triticina 7,GCA_029634005.1,GCA_000151525.2,GCA_903797515.1,GCA_000785685.1,,,GCA_000166175.1,GCA_011393275.1,GCA_044231605.1
Puccinia triticina 8,GCA_000151525.2,GCA_001706785.1,GCA_007896445.1,,GCA_000500245.1,,GCA_033735475.1,GCA_030779765.1,GCA_023337495.1
Puccinia triticina 9,GCA_001706785.1,GCA_001706745.1,GCA_004194325.1,GCA_000785685.1,GCA_943181505.1,,GCA_000185945.1,GCA_010093635.1,GCA_024679075.1
Pyrenophora teres 0,GCA_020027095.1,GCA_025495205.1,GCA_003231355.1,GCA_022344745.1,GCA_020575105.1,GCA_001975905.1,GCA_949124785.1,GCA_003833135.1,GCA_016864755.1
Pyrenophora teres 1,GCA_025495205.1,GCA_025504585.1,GCA_000149985.1,GCA_000359705.1,GCA_001748405.1,GCA_026725115.1,GCA_013146165.1,GCA_958305575.1,GCA_947646735.1
Pyrenophora teres 2,GCA_025504585.1,GCA_025504605.1,GCA_025544455.1,GCA_039700775.1,GCA_020572645.1,GCA_047844705.1,GCA_003988865.1,GCA_025602915.1,GCA_009733005.1
Pyrenophora teres 3,GCA_025504605.1,GCA_025504615.1,GCA_025544665.1,GCA_040583645.1,GCA_028457625.1,GCA_037044025.1,GCA_023013315.1,GCA_041956535.1,GCA_002286825.1
Pyrenophora teres 4,GCA_025504615.1,GCA_025504625.1,GCA_022788425.1,GCA_022344655.1,GCA_010093635.1,GCA_047728515.1,GCA_014851095.1,GCA_000286035.1,GCA_004343245.1
Pyrenophora teres 5,GCA_025504625.1,GCA_014334815.1,GCA_025541405.1,GCA_965118055.1,GCA_022813475.1,GCA_047728215.1,GCA_911174925.1,GCA_038092775.1,GCA_046862035.1
Pyrenophora teres 6,GCA_014334815.1,GCA_014334755.1,GCA_025541555.1,GCA_022345275.1,GCA_010015655.1,,GCA_015148815.1,GCA_937879915.1,GCA_020800235.2
Pyrenophora teres 7,GCA_014334755.1,GCA_014334775.1,GCA_025541395.1,GCA_026262405.1,GCA_039634435.1,GCA_035928065.1,GCA_949124675.1,GCA_025531835.1,GCA_023336215.1
Pyrenophora teres 8,GCA_014334775.1,GCA_014334795.1,GCA_025541035.1,GCA_019059555.1,GCA_003503225.1,GCA_024180945.1,GCA_026319425.1,GCA_039545355.1,GCA_001933315.1
Pyrenophora teres 9,GCA_014334795.1,GCA_900231935.2,GCA_025541575.1,GCA_020736745.1,GCA_020574155.1,GCA_047668035.1,GCA_949124705.1,GCA_029203975.1,GCA_027475765.1
Zygosaccharomyces bailii 0,GCA_949129075.1,GCA_900162805.1,GCA_949130165.1,GCA_001051215.1,,GCA_003706815.2,GCA_011057905.1,GCA_019828915.1,GCA_009733065.1
Zygosaccharomyces bailii 1,GCA_900162805.1,GCA_949129125.1,GCA_949130125.1,GCA_001670085.1,,GCA_030562025.1,GCA_013363205.1,GCA_019632295.1,GCA_047676585.1
Zygosaccharomyces bailii 2,GCA_949129125.1,GCA_949129175.1,GCA_949129195.1,GCA_947343155.1,,GCA_030674255.1,GCA_036873115.1,GCA_033734215.1,GCA_042083075.1
Zygosaccharomyces bailii 3,GCA_949129175.1,GCA_949129235.1,GCA_949130075.1,GCA_900099255.1,,,GCA_022832085.1,GCA_900536885.1,GCA_023333695.1
Zygosaccharomyces bailii 4,GCA_949129235.1,GCA_949129265.1,,GCA_030565665.1,,GCA_020280145.1,GCA_004026385.1,GCA_036937015.1,GCA_014706115.1
Zygosaccharomyces bailii 5,GCA_949129265.1,GCA_949129305.1,GCA_949129875.1,GCA_030142945.1,,GCA_009707815.1,GCA_029303495.1,GCA_041721795.1,GCA_014706125.1
Zygosaccharomyces bailii 6,GCA_949129305.1,GCA_949129335.1,GCA_949130215.1,GCA_030036435.1,,GCA_004919765.1,GCA_022288525.1,GCA_010233735.1,GCA_023336015.1
Zygosaccharomyces bailii 7,GCA_949129335.1,GCA_949129345.1,,,,GCA_900119595.1,GCA_028828675.1,GCA_047716555.1,GCA_023337955.1
Zygosaccharomyces bailii 8,GCA_949129345.1,GCA_949129405.1,GCA_003033605.1,GCA_009666115.1,,GCA_030573575.1,GCA_035926155.1,GCA_036630325.1,GCA_042082325.1
Zygosaccharomyces bailii 9,GCA_949129405.1,GCA_949129505.1,GCA_949129475.1,GCA_000568055.1,,GCA_030574575.1,GCA_041380485.1,GCA_000988165.1,GCA_004137975.1
Fusarium fujikuroi 0,GCA_001023035.1,GCA_001023045.1,GCA_014324935.1,GCA_020744425.1,GCA_003056565.1,GCA_012979135.1,GCA_030564845.1,GCA_038092635.1,GCA_000785735.3
Fusarium fujikuroi 1,GCA_001023045.1,GCA_001023065.1,GCA_013623555.1,GCA_014622025.1,GCA_030780705.1,GCA_004798895.1,GCA_037040515.1,GCA_015708705.1,
Fusarium fujikuroi 2,GCA_001023065.1,GCA_002196585.2,GCA_004367465.1,GCA_023015515.1,GCA_001636725.1,GCA_022432525.1,GCA_037041375.1,GCA_022832995.1,GCA_024679275.1
Fusarium fujikuroi 3,GCA_002196585.2,GCA_002864135.1,GCA_019189555.1,GCA_004381005.1,GCA_030788305.1,GCA_014851095.1,GCA_047729035.1,GCA_003054935.1,GCA_003287315.1
Fusarium fujikuroi 4,GCA_002864135.1,GCA_009663055.1,GCA_043254465.1,GCA_030371095.1,GCA_030787075.1,GCA_025473575.1,GCA_009812425.1,GCA_036783925.1,GCA_016906365.1
Fusarium fujikuroi 5,GCA_009663055.1,GCA_009663095.1,GCA_011037735.1,GCA_012184525.1,GCA_018360835.1,GCA_025473255.1,GCA_965113265.1,GCA_958430815.1,GCA_019155715.1
Fusarium fujikuroi 6,GCA_009663095.1,GCA_009663115.1,GCA_011037795.1,GCA_023015435.1,GCA_030782705.1,,GCA_044645935.1,GCA_040804555.1,GCA_003730235.1
Fusarium fujikuroi 7,GCA_009663115.1,GCA_009800985.1,GCA_037255895.1,GCA_002179835.1,GCA_001636815.1,GCA_027406105.1,GCA_020501145.1,GCA_041722295.1,GCA_026225685.1
Fusarium fujikuroi 8,GCA_009800985.1,GCA_013759025.1,GCA_011421335.1,GCA_013420875.1,GCA_000222955.2,GCA_022661255.1,GCA_003274715.1,GCA_031841295.1,GCA_038051075.1
Fusarium fujikuroi 9,GCA_013759025.1,GCA_044646505.1,GCA_011034565.1,GCA_030371055.1,GCA_001653265.1,GCA_022457145.1,GCA_947184175.1,GCA_038090215.1,GCA_042082865.1
Trichophyton interdigitale 0,GCA_037576225.1,GCA_012182645.1,GCA_001858085.1,GCA_000150975.2,GCA_022831205.1,GCA_010724255.1,GCA_025766395.1,GCA_021527035.1,
Trichophyton interdigitale 1,GCA_012182645.1,GCA_012182655.1,GCA_910591995.1,GCA_030789285.1,GCA_022829945.1,GCA_042931575.1,GCA_017309885.1,GCA_041722435.1,GCA_016880985.1
Trichophyton interdigitale 2,GCA_012182655.1,GCA_019359935.1,GCA_000616765.1,GCA_026259295.1,GCA_029850275.1,GCA_037044275.1,GCA_017657135.1,GCA_027578115.1,GCA_023334555.1
Trichophyton interdigitale 3,GCA_019359935.1,GCA_046865175.1,GCA_018357685.2,GCA_030789285.1,GCA_013420885.1,GCA_911175155.1,GCA_030719125.1,GCA_044759035.1,GCA_000468175.2
Trichophyton interdigitale 4,GCA_046865175.1,GCA_046865195.1,GCA_021853505.1,GCA_026259265.1,GCA_000150185.1,GCA_025769695.1,GCA_018296345.1,GCA_001600095.1,GCA_001933485.1
