,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Rhizopus delemar 4,GCA_011763715.1,GCA_011763735.1,GCA_011801385.2,GCA_025677835.1,GCA_000938895.1,,GCA_000597625.1,GCA_028505775.1,GCA_026184515.1
Rhizopus delemar 5,GCA_011763735.1,GCA_011763755.1,GCA_000697035.1,GCA_025677835.1,GCA_025201805.1,,GCA_015680655.1,GCA_023619855.1,GCA_019155685.1
Rhizopus delemar 6,GCA_011763755.1,GCA_011763795.1,GCA_011801785.2,GCA_025677835.1,GCA_002104935.1,,GCA_003833045.1,GCA_023620925.1,GCA_000448265.2
Rhizopus delemar 7,GCA_011763795.1,GCA_011763815.1,GCA_011801555.2,GCA_025677835.1,GCA_035048745.1,,GCA_015849335.1,GCA_018992025.1,GCA_023335895.1
Rhizopus delemar 8,GCA_011763815.1,GCA_011763835.1,GCA_000696915.1,GCA_025677835.1,GCA_024139495.1,,GCA_000697415.1,GCA_003277725.1,GCA_000500225.2
Rhizopus delemar 9,GCA_011763835.1,GCA_011763855.1,GCA_011801675.2,GCA_025677835.1,GCA_000697475.1,,GCA_022605545.1,GCA_038406905.1,GCA_023335995.1
Ogataea polymorpha 0,GCA_000787595.2,GCA_001664045.1,GCA_019207415.1,GCA_023629375.1,,GCA_003676035.1,GCA_035928505.1,GCA_002607745.1,GCA_038050695.1
Ogataea polymorpha 1,GCA_001664045.1,GCA_017161175.1,GCA_019207935.1,GCA_023013575.1,,GCA_044592765.1,,GCA_038088875.1,GCA_000281045.1
Ogataea polymorpha 2,GCA_017161175.1,GCA_019207715.1,GCA_019207325.1,GCA_030579495.1,,GCA_047655325.1,GCA_002924885.1,GCA_000696895.1,GCA_042082745.1
Ogataea polymorpha 3,GCA_019207715.1,GCA_019207725.1,GCA_040207675.1,GCA_037041655.1,,GCA_032356665.1,GCA_001723215.1,GCA_038091215.1,GCA_023334245.1
Ogataea polymorpha 4,GCA_019207725.1,GCA_019207735.1,GCA_030571015.1,GCA_001661235.1,,GCA_902703535.1,GCA_013179955.1,GCA_016618065.1,GCA_920940705.1
Ogataea polymorpha 5,GCA_019207735.1,GCA_019207815.1,GCA_019232045.1,GCA_030579955.1,,GCA_025767985.1,GCA_949129845.1,GCA_958449935.1,GCA_023338225.1
Ogataea polymorpha 6,GCA_019207815.1,GCA_019207825.1,GCA_019206925.1,GCA_030580415.1,,GCA_003675475.1,GCA_020744415.1,GCA_019143075.1,GCA_000448265.2
Ogataea polymorpha 7,GCA_019207825.1,GCA_019207835.1,GCA_019207365.1,GCA_030462855.1,,GCA_030570115.1,GCA_031125215.1,GCA_022598595.1,GCA_002286825.1
Ogataea polymorpha 8,GCA_019207835.1,GCA_019207905.1,GCA_020536065.1,GCA_030570395.1,,GCA_001655755.1,GCA_001661315.1,GCA_018154385.1,GCA_001314445.1
Ogataea polymorpha 9,GCA_019207905.1,GCA_019207965.1,GCA_019206965.1,GCA_023013655.1,,GCA_046131895.1,GCA_023242295.1,GCA_023212765.1,GCA_023334175.1
Fulvia fulva 0,GCA_020509005.2,GCA_034268455.1,,GCA_017766785.1,GCA_041053185.1,GCA_041956735.1,GCA_003705435.2,GCA_043165475.1,GCA_949795465.1
Fulvia fulva 1,GCA_034268455.1,GCA_034269425.1,,GCA_900099495.1,GCA_030553205.1,GCA_020569505.1,GCA_019096155.1,GCA_038089915.1,GCA_044509515.1
Fulvia fulva 2,GCA_034269425.1,GCA_034769625.1,,GCA_033816765.1,GCA_013403735.1,GCA_010094085.1,GCA_003243735.1,GCA_000697455.1,GCA_023334595.1
Fulvia fulva 3,GCA_034769625.1,GCA_035196885.1,,GCA_022702735.1,GCA_003704355.1,GCA_047728675.1,GCA_002234185.1,GCA_005059875.1,GCA_023338155.1
Fulvia fulva 4,GCA_035196885.1,GCA_035196915.1,,GCA_000340215.1,GCA_033630665.1,GCA_020575955.1,GCA_004026395.1,GCA_023630335.1,GCA_003991265.1
Fulvia fulva 5,GCA_035196915.1,GCA_040114255.1,,GCA_002236645.2,GCA_024761435.1,GCA_002077065.1,GCA_023078545.1,GCA_038091695.1,GCA_030267785.1
Fulvia fulva 6,GCA_040114255.1,GCA_040114275.1,,GCA_002236485.2,GCA_005059865.1,GCA_023634325.1,GCA_030782345.1,GCA_958449845.1,GCA_014706135.1
Fulvia fulva 7,GCA_040114275.1,GCA_040114315.1,,GCA_017766145.1,GCA_024761355.1,GCA_047668955.1,GCA_009803015.1,GCA_023630095.1,GCA_023334275.1
Fulvia fulva 8,GCA_040114315.1,GCA_040114335.1,,GCA_017766285.1,GCA_024761275.1,GCA_047729275.1,GCA_018360675.1,GCA_022606055.1,GCA_009732945.1
Fulvia fulva 9,GCA_040114335.1,GCA_040114355.1,,GCA_017766645.1,GCA_024761195.1,GCA_040583825.1,GCA_030583445.1,GCA_022963135.1,GCA_024867545.1
Mucor circinelloides 0,GCA_037974945.1,GCA_001276145.1,GCA_000587855.1,GCA_026027325.1,GCA_001650995.1,,GCA_958450285.1,GCA_024244095.1,
Mucor circinelloides 1,GCA_001276145.1,GCA_001599575.1,GCA_037040325.1,GCA_025201345.1,GCA_025266875.1,,GCA_016098015.1,GCA_009686745.1,GCA_030279015.1
Mucor circinelloides 2,GCA_001599575.1,GCA_023629755.1,GCA_040256725.1,GCA_040366295.1,GCA_011950985.2,,GCA_015499985.1,GCA_037041775.1,GCA_042082265.1
Mucor circinelloides 3,GCA_023629755.1,GCA_023629775.1,GCA_027405735.1,GCA_025201805.1,GCA_025529335.1,,GCA_001021685.1,GCA_964255895.1,GCA_009733105.1
Mucor circinelloides 4,GCA_023629775.1,GCA_023629815.1,GCA_000587855.1,GCA_016097755.1,GCA_000697355.1,,GCA_015502475.1,GCA_030772795.1,GCA_002081965.1
Mucor circinelloides 5,GCA_023629815.1,GCA_023629835.1,GCA_000950595.1,GCA_025201345.1,GCA_011801725.2,,GCA_958449795.1,GCA_043256585.1,GCA_038051115.1
Mucor circinelloides 6,GCA_023629835.1,GCA_023629855.1,GCA_037040325.1,GCA_002749535.1,GCA_019022815.1,,GCA_015847225.1,GCA_013146155.1,GCA_030374195.1
Mucor circinelloides 7,GCA_023629855.1,GCA_023629875.1,GCA_943193625.1,GCA_026027325.1,GCA_023630325.1,,GCA_910592245.1,GCA_006984725.1,GCA_044509515.1
Mucor circinelloides 8,GCA_023629875.1,GCA_023630435.1,GCA_000696895.1,GCA_016097755.1,GCA_025330725.1,,GCA_946475005.1,GCA_030719125.1,GCA_004343245.1
Mucor circinelloides 9,GCA_023630435.1,GCA_023630465.1,GCA_000697435.1,GCA_040366295.1,GCA_000696915.1,,GCA_910591765.1,GCA_030785085.1,GCA_038050865.1
Fusarium solani 0,GCA_002215905.1,GCA_013168735.1,GCA_025266905.1,GCA_013403855.1,GCA_039877235.1,GCA_032173455.1,GCA_023626735.1,GCA_018154385.1,GCA_023337775.1
Fusarium solani 1,GCA_013168735.1,GCA_019320015.1,GCA_009298985.1,GCA_023015375.1,GCA_040543105.1,GCA_022593225.1,GCA_022813665.1,GCA_000787515.1,GCA_000387525.2
Fusarium solani 2,GCA_019320015.1,GCA_020744495.1,GCA_020976725.1,GCA_013283235.1,GCA_002968875.1,GCA_002218425.1,GCA_020501715.1,GCA_002335565.1,GCA_023334015.1
Fusarium solani 3,GCA_020744495.1,GCA_023522795.1,GCA_020976355.1,GCA_040938415.1,GCA_000729905.1,GCA_009801765.1,GCA_002242675.1,GCA_002708625.1,GCA_007655245.1
Fusarium solani 4,GCA_023522795.1,GCA_024220475.1,GCA_009298075.1,GCA_000935225.1,GCA_024340155.1,GCA_000734455.1,GCA_039700795.1,GCA_019633495.1,GCA_023338135.1
Fusarium solani 5,GCA_024220475.1,GCA_027574645.1,GCA_018219675.1,GCA_004141935.1,GCA_000750105.3,GCA_009803605.1,GCA_030564665.1,GCA_003315895.1,GCA_000448265.2
Fusarium solani 6,GCA_027574645.1,GCA_027945525.1,GCA_025267685.1,GCA_004381035.1,GCA_030781805.1,GCA_000319635.2,GCA_949129425.1,GCA_001264725.1,GCA_003546785.1
Fusarium solani 7,GCA_027945525.1,GCA_029603225.1,GCA_018345925.1,GCA_001913115.1,GCA_030783085.1,GCA_003015755.1,GCA_023085125.1,GCA_042239815.1,GCA_005966545.1
Fusarium solani 8,GCA_029603225.1,GCA_030014125.1,GCA_043252265.1,GCA_020623665.1,GCA_020647635.1,GCA_025727595.1,GCA_015572005.1,GCA_022592445.1,GCA_000448265.2
Fusarium solani 9,GCA_030014125.1,GCA_033085375.1,,GCA_029299875.1,GCA_004016165.1,GCA_021272945.2,GCA_046866955.1,GCA_025602895.1,GCA_030279095.1
Aspergillus nidulans 0,GCA_011074995.1,GCA_011075025.1,GCA_024669875.1,GCA_023624415.1,GCA_037040825.1,GCA_022831895.1,GCA_036852665.1,GCA_019142965.1,GCA_949795465.1
Aspergillus nidulans 1,GCA_011075025.1,GCA_025766005.1,GCA_023620755.1,GCA_023626695.1,GCA_023626275.1,GCA_022830485.1,GCA_030036075.1,GCA_038092335.1,GCA_023337935.1
Aspergillus nidulans 2,GCA_025766005.1,GCA_027569745.1,GCA_002234975.2,GCA_025585095.1,GCA_042186575.1,GCA_028024475.1,GCA_002236585.2,GCA_019970785.1,GCA_042082625.1
Aspergillus nidulans 3,GCA_027569745.1,GCA_041682675.1,GCA_024677145.1,GCA_022813645.1,GCA_029606215.1,GCA_003664425.1,GCA_000317355.2,GCA_964257735.1,GCA_011947325.1
Aspergillus nidulans 4,GCA_041682675.1,GCA_041682695.1,GCA_020501785.1,GCA_023141305.1,GCA_023623975.1,GCA_900128795.2,GCA_030561465.1,GCA_958450285.1,GCA_905220665.1
Aspergillus nidulans 5,GCA_041682695.1,GCA_041682705.1,GCA_013146015.1,GCA_023627355.1,GCA_014065225.1,GCA_001651445.1,GCA_004026395.1,GCA_022264835.1,GCA_000333055.2
Aspergillus nidulans 6,GCA_041682705.1,GCA_041682715.1,GCA_024678525.1,GCA_019189275.1,GCA_048181935.1,GCA_043234805.1,GCA_022606435.1,GCA_000597565.1,GCA_023336135.1
Aspergillus nidulans 7,GCA_041682715.1,GCA_041684195.1,GCA_013435925.1,GCA_911175185.1,GCA_046115495.1,GCA_012182645.1,GCA_030785045.1,GCA_001642395.1,GCA_001707905.2
Aspergillus nidulans 8,GCA_041684195.1,GCA_041684235.1,GCA_042609195.1,GCA_003184285.1,GCA_023626035.1,GCA_001700775.1,GCA_004352945.1,GCA_022835615.1,GCA_038050795.1
Aspergillus nidulans 9,GCA_041684235.1,GCA_041684245.1,GCA_020499755.1,GCA_018340795.1,GCA_023626095.1,GCA_022830155.1,GCA_025331885.1,GCA_027579355.1,GCA_038051115.1
Brettanomyces bruxellensis 0,GCA_001719535.1,GCA_011074885.2,GCA_011074815.1,GCA_040938385.1,,GCA_032714675.1,GCA_029783965.1,GCA_003990765.1,GCA_000247585.2
Brettanomyces bruxellensis 1,GCA_011074885.2,GCA_012295375.1,GCA_003705215.3,GCA_019207325.1,,GCA_002370695.1,GCA_030572675.1,GCA_027577055.1,GCA_012295415.1
Brettanomyces bruxellensis 2,GCA_012295375.1,GCA_014176175.1,GCA_018344465.1,GCA_030569595.1,,GCA_029203305.1,GCA_043234845.1,GCA_001444555.1,GCA_007655245.1
Brettanomyces bruxellensis 3,GCA_014176175.1,GCA_014176185.1,GCA_900660285.1,GCA_037041755.1,,GCA_046134225.1,GCA_017868065.1,GCA_027604165.1,GCA_023335905.1
Brettanomyces bruxellensis 4,GCA_014176185.1,,GCA_016906875.1,GCA_023013585.1,,GCA_024706545.1,GCA_009665865.1,,GCA_042082705.1
Brettanomyces bruxellensis 6,GCA_019923885.1,GCA_019923895.1,GCA_030557425.1,GCA_000286515.1,,GCA_046134245.1,GCA_002216185.1,GCA_030826665.1,GCA_002286825.1
Brettanomyces bruxellensis 7,GCA_019923895.1,GCA_030557325.1,GCA_018344455.1,GCA_003705525.2,,GCA_030564405.1,GCA_000261445.1,GCA_000738595.1,GCA_023338155.1
Brettanomyces bruxellensis 8,GCA_030557325.1,GCA_900186115.1,GCA_011074765.1,GCA_000223565.1,,GCA_035610405.1,GCA_009687525.1,GCA_023508785.1,GCA_001078535.1
Brettanomyces bruxellensis 9,GCA_900186115.1,GCA_900496985.2,GCA_011074865.2,GCA_047371125.1,,GCA_030444905.1,,GCA_002307675.1,GCA_009733125.1
Lentinula edodes 0,GCA_001562095.1,GCA_001700625.1,GCA_027886465.1,GCA_009733575.1,GCA_000300575.1,GCA_963926505.1,GCA_023748765.1,GCA_905109905.1,GCA_042082625.1
Lentinula edodes 1,GCA_001700625.1,GCA_002000105.1,GCA_027917355.1,GCA_000827265.1,GCA_033735135.1,GCA_024321985.1,GCA_023748735.1,GCA_003274995.1,GCA_023335925.1
Lentinula edodes 2,GCA_002000105.1,GCA_002003045.1,GCA_027921425.1,GCA_037954225.1,GCA_001661215.1,GCA_028551635.1,GCA_023748725.1,GCA_020080175.1,GCA_000764265.1
Lentinula edodes 3,GCA_002003045.1,GCA_004919705.1,GCA_027919835.1,GCA_037954225.1,GCA_038280455.1,GCA_041722295.1,GCA_004918665.1,GCA_910592205.1,GCA_035080225.1
Lentinula edodes 4,GCA_004919705.1,GCA_015476405.1,GCA_027886735.1,GCA_003987895.1,GCA_042240685.1,GCA_038094735.1,GCA_009428285.1,,GCA_030267785.1
Lentinula edodes 5,GCA_015476405.1,GCA_021015755.1,GCA_027921425.1,GCA_037954225.1,GCA_043228935.1,,GCA_900010545.1,GCA_019055295.1,GCA_023333755.1
Lentinula edodes 6,GCA_021015755.1,GCA_027886755.1,GCA_027917355.1,GCA_037954225.1,GCA_018858115.1,GCA_004369055.1,GCA_031841365.1,GCA_021596325.1,GCA_042082345.1
Lentinula edodes 7,GCA_027886755.1,GCA_027887095.1,GCA_027919855.1,GCA_015501585.1,GCA_000827195.1,GCA_000264905.1,GCA_031841105.1,,GCA_038050695.1
Lentinula edodes 8,GCA_027887095.1,GCA_027917475.1,GCA_028011355.1,GCA_015501585.1,GCA_023508725.1,GCA_964330295.1,GCA_004917865.1,GCA_013423225.1,GCA_011947335.1
Lentinula edodes 9,GCA_027917475.1,GCA_027917485.1,GCA_027917355.1,GCA_015501585.1,GCA_003314085.1,GCA_038091095.1,GCA_036417295.1,GCA_019321765.1,GCA_001306755.1
Alternaria gaisen 0,GCA_004156025.2,GCA_022345345.1,GCA_020736765.1,GCA_022544805.1,GCA_029590635.1,GCA_006984745.1,GCA_011428095.1,GCA_018154945.1,GCA_046861995.1
Alternaria gaisen 1,GCA_022345345.1,GCA_022345375.1,GCA_040783855.1,GCA_025541515.1,GCA_020579855.1,GCA_030553475.1,GCA_030444895.1,GCA_003121355.1,GCA_023333755.1
Alternaria gaisen 2,GCA_022345375.1,GCA_022345385.1,GCA_002952155.1,GCA_025541035.1,GCA_020570685.1,GCA_003611065.1,GCA_021432605.1,,GCA_001712635.2
Alternaria gaisen 3,GCA_022345385.1,GCA_022345405.1,GCA_036768465.1,GCA_020744315.1,GCA_026120165.1,GCA_038051015.1,GCA_002918395.1,GCA_021464525.1,GCA_000961115.1
Alternaria gaisen 4,GCA_022345405.1,GCA_022345445.1,GCA_022355435.1,GCA_025541515.1,GCA_039700835.1,GCA_023087425.1,GCA_003273295.1,GCA_900156845.1,GCA_003546545.1
Alternaria gaisen 5,GCA_022345445.1,GCA_022345455.1,,GCA_023079205.1,GCA_029590635.1,GCA_014843535.1,GCA_041683045.1,GCA_022606075.1,GCA_023334615.1
Alternaria gaisen 6,GCA_022345455.1,GCA_022345465.1,GCA_022345335.1,GCA_003171545.1,GCA_010093585.1,GCA_047667255.1,GCA_048413555.1,GCA_958449885.1,GCA_023336055.1
Alternaria gaisen 7,GCA_022345465.1,GCA_022345485.1,GCA_022814425.1,GCA_022788515.1,GCA_011058865.1,GCA_018408515.1,GCA_003012285.1,GCA_040804755.1,GCA_004380875.1
Alternaria gaisen 8,GCA_022345485.1,GCA_022345505.1,GCA_022344235.1,GCA_034642335.1,GCA_026119265.1,GCA_023088395.1,GCA_025429895.1,GCA_001264715.1,GCA_019155685.1
Alternaria gaisen 9,GCA_022345505.1,GCA_022345525.1,GCA_011420255.1,GCA_014334795.1,GCA_024372665.1,GCA_031771855.1,GCA_003055165.1,GCA_040804415.1,GCA_016864815.1
Colletotrichum fioriniae 0,GCA_002930425.1,GCA_002930455.1,GCA_024584535.1,,GCA_002893035.1,GCA_002711385.1,GCA_029300035.1,GCA_038092415.1,GCA_042082295.1
Colletotrichum fioriniae 1,GCA_002930455.1,GCA_014705115.1,GCA_021124905.1,,GCA_001599815.1,GCA_954870535.1,GCA_022702735.1,GCA_025094145.1,GCA_023336175.1
Colletotrichum fioriniae 2,GCA_014705115.1,GCA_014705205.1,GCA_039271565.1,,GCA_029607785.1,GCA_002980515.1,GCA_035926935.1,GCA_038091815.1,GCA_001712715.2
Colletotrichum fioriniae 3,GCA_014705205.1,GCA_014705245.1,GCA_026652315.1,,GCA_018440625.1,GCA_014706205.1,GCA_032197385.1,GCA_000383075.1,GCA_009835205.1
Colletotrichum fioriniae 4,GCA_014705245.1,GCA_014705265.1,GCA_001672515.1,,GCA_024085535.1,GCA_011033485.1,GCA_003705845.3,GCA_001278385.1,GCA_003413675.1
Colletotrichum fioriniae 5,GCA_014705265.1,GCA_014705275.1,GCA_013201755.1,,GCA_029607885.1,GCA_018345335.1,GCA_020995425.1,GCA_002973495.1,GCA_023336295.1
Colletotrichum fioriniae 6,GCA_014705275.1,GCA_014705285.1,GCA_045682845.1,,GCA_003320035.1,GCA_014849855.1,GCA_030585145.1,GCA_040209145.1,GCA_949795465.1
Colletotrichum fioriniae 7,GCA_014705285.1,GCA_014705335.1,GCA_030867605.1,,GCA_019188255.1,GCA_013759035.1,GCA_002370175.1,GCA_002215755.1,GCA_038051025.1
Colletotrichum fioriniae 8,GCA_014705335.1,GCA_014705365.1,GCA_009771025.1,,GCA_011032955.1,GCA_003016505.1,GCA_046252585.1,GCA_024196135.1,GCA_000313105.1
Colletotrichum fioriniae 9,GCA_014705365.1,GCA_014705545.1,GCA_041941825.1,,GCA_018982865.1,GCA_040436825.1,GCA_012184295.1,GCA_905071725.1,GCA_023334195.1
Diplodia sapinea 0,GCA_048593915.1,GCA_000729945.1,GCA_023089405.1,GCA_030270365.1,GCA_018990095.1,GCA_001914275.1,,GCA_022598595.1,GCA_029168885.1
Diplodia sapinea 1,GCA_000729945.1,GCA_023085605.1,GCA_023086045.1,GCA_047665325.1,GCA_006984745.1,GCA_900465115.1,GCA_902141235.2,GCA_025526995.1,GCA_001887855.2
Diplodia sapinea 2,GCA_023085605.1,GCA_023087305.1,GCA_021436965.2,GCA_023089445.1,GCA_030028515.1,GCA_018467035.1,GCA_030777585.1,GCA_002105135.1,GCA_024679005.1
Diplodia sapinea 3,GCA_023087305.1,GCA_023087385.1,GCA_021436955.3,GCA_033955075.1,GCA_030028455.1,GCA_010356995.1,GCA_043253145.1,GCA_009650685.1,GCA_011947355.1
Diplodia sapinea 4,GCA_023087385.1,GCA_964300245.1,GCA_001006355.1,GCA_047728335.1,GCA_038381155.1,GCA_039700835.1,GCA_009805285.1,GCA_943193715.1,GCA_023091665.1
Diplodia sapinea 5,GCA_964300245.1,GCA_964300255.1,GCA_023089405.1,GCA_047729695.1,GCA_018990095.1,GCA_003691215.1,GCA_016110135.1,GCA_019915075.1,GCA_023335675.1
Diplodia sapinea 6,GCA_964300255.1,GCA_964300265.1,GCA_001975905.1,GCA_023085315.1,GCA_041146515.1,GCA_003690905.1,GCA_014325135.1,GCA_019908715.1,GCA_000336535.2
Diplodia sapinea 7,GCA_964300265.1,GCA_964300275.1,GCA_023079605.1,GCA_047841225.1,GCA_038025025.1,GCA_011057605.1,GCA_003272815.1,GCA_027248345.1,GCA_026184515.1
Diplodia sapinea 8,GCA_964300275.1,GCA_964300285.1,GCA_023079605.1,GCA_047727915.1,GCA_038051015.1,GCA_010093995.1,GCA_902806565.1,GCA_038092955.1,GCA_016865055.1
Diplodia sapinea 9,GCA_964300285.1,GCA_964300295.1,GCA_001455585.1,GCA_023085825.1,GCA_019008305.1,GCA_003498065.1,GCA_002370125.1,GCA_016097945.1,GCA_012295415.1
Phytophthora capsici 0,GCA_030324255.1,GCA_004137865.1,GCA_002812785.1,GCA_001974925.1,GCA_023334545.1,GCA_023335655.1,,,GCA_047835965.1
Phytophthora capsici 1,GCA_004137865.1,GCA_004137885.1,GCA_024679215.1,,GCA_023334545.1,GCA_023334615.1,,,GCA_900178295.1
Phytophthora capsici 2,GCA_004137885.1,GCA_004137955.1,GCA_016169935.1,GCA_002245715.1,GCA_023334545.1,GCA_002081595.1,,,GCA_949129825.1
Phytophthora capsici 3,GCA_004137955.1,GCA_004137965.1,GCA_002081965.1,,GCA_023334545.1,GCA_900708865.1,,,GCA_038091695.1
Phytophthora capsici 4,GCA_004137965.1,GCA_004137975.1,GCA_032158355.1,GCA_004380875.1,GCA_023334545.1,GCA_023337735.1,,,GCA_020310465.1
Phytophthora capsici 5,GCA_004137975.1,GCA_004138045.1,GCA_001933465.1,GCA_921012115.1,GCA_023334545.1,GCA_023335875.1,,,GCA_040113345.1
Phytophthora capsici 6,GCA_004138045.1,,GCA_042257365.1,GCA_019297675.1,GCA_023334545.1,GCA_023335895.1,,,GCA_001737895.1
Phytophthora capsici 8,GCA_018292885.1,GCA_018292895.1,GCA_001933415.1,GCA_921012115.1,GCA_023334545.1,GCA_038051135.1,,,GCA_022544895.1
Phytophthora capsici 9,GCA_018292895.1,GCA_018292905.1,GCA_018873755.1,GCA_002933675.1,GCA_023334545.1,GCA_003546625.1,,,GCA_011036385.1
Trichophyton indotineae 0,GCA_023065905.1,GCA_023065795.1,GCA_021854105.1,GCA_026259295.1,GCA_022831105.1,GCA_019827465.1,GCA_047671195.1,GCA_038091075.1,GCA_003546585.1
Trichophyton indotineae 1,GCA_023065795.1,GCA_023065815.1,GCA_000616825.1,GCA_000151145.1,GCA_003206295.1,GCA_031304185.1,GCA_002233985.2,GCA_009812315.1,GCA_023337905.1
Trichophyton indotineae 2,GCA_023065815.1,GCA_023065845.1,GCA_900162065.1,GCA_030789285.1,GCA_003206275.1,GCA_016097275.1,GCA_020570415.1,GCA_920103745.3,GCA_038050935.1
Trichophyton indotineae 3,GCA_023065845.1,GCA_023065865.1,GCA_910591815.1,GCA_011692745.1,GCA_022830995.1,GCA_011420435.1,GCA_000976245.2,GCA_027577195.1,GCA_002245715.1
Trichophyton indotineae 4,GCA_023065865.1,GCA_023065885.1,GCA_910592115.1,GCA_030015485.1,GCA_002572855.1,GCA_024677005.1,GCA_043175845.1,GCA_043167085.1,GCA_000367145.1
Trichophyton indotineae 5,GCA_023065885.1,GCA_032157385.1,GCA_910591615.1,GCA_022344085.1,GCA_028541615.1,GCA_000965245.1,GCA_030579575.1,GCA_015679405.1,GCA_007655245.1
Trichophyton indotineae 6,GCA_032157385.1,GCA_032157395.1,GCA_046866915.1,GCA_026259295.1,GCA_029850275.1,GCA_013436215.1,GCA_024713685.1,GCA_044039995.1,
Trichophyton indotineae 7,GCA_032157395.1,GCA_032157405.1,GCA_000616845.1,GCA_030411455.1,GCA_022829825.1,GCA_020503455.1,GCA_040583605.1,GCA_008629635.2,GCA_030027945.1
Trichophyton indotineae 8,GCA_032157405.1,GCA_046864675.1,GCA_046866825.1,GCA_000150975.2,,GCA_042608645.1,GCA_030772235.1,GCA_027248725.1,GCA_024679155.1
Trichophyton indotineae 9,GCA_046864675.1,GCA_046864835.1,GCA_910591955.1,GCA_030789285.1,GCA_001636715.1,GCA_028827025.1,GCA_964257335.1,GCA_029873615.1,GCA_021527685.1
Agaricus bisporus 0,GCA_006228365.1,GCA_008271545.1,GCA_029719445.1,GCA_018524895.1,GCA_042239825.1,GCA_036873625.1,GCA_025529955.1,GCA_900178465.1,GCA_023336055.1
Agaricus bisporus 1,GCA_008271545.1,GCA_037953735.1,GCA_029945375.1,GCA_018524895.1,GCA_025093985.1,GCA_038092175.1,GCA_018154495.1,GCA_949124115.1,GCA_038050995.1
Agaricus bisporus 2,GCA_037953735.1,,GCA_029945375.1,GCA_018524685.1,GCA_003314255.1,GCA_038089495.1,GCA_000271645.1,GCA_020875255.1,GCA_032161705.1
Agaricus bisporus 4,GCA_043380955.1,GCA_043381075.1,GCA_030246685.1,GCA_023014365.1,GCA_018221615.1,GCA_009078325.1,GCA_019802895.1,GCA_000430065.1,GCA_042082295.1
Agaricus bisporus 5,GCA_043381075.1,GCA_046056105.1,GCA_022315185.1,GCA_018524415.1,GCA_012980525.1,GCA_000827425.1,GCA_019190035.1,GCA_023627635.1,GCA_030267725.1
Agaricus bisporus 6,GCA_046056105.1,GCA_046056185.1,GCA_029719445.1,GCA_023014305.1,GCA_033735155.1,GCA_017311305.1,,GCA_030782505.1,GCA_019828595.1
Agaricus bisporus 7,GCA_046056185.1,GCA_943193715.1,GCA_022315185.1,GCA_004296355.1,GCA_040805815.1,GCA_038093035.1,GCA_022835575.1,GCA_037040535.1,GCA_023336395.1
Agaricus bisporus 8,GCA_943193715.1,GCA_943193725.1,GCA_029719445.1,GCA_018524425.1,GCA_012980525.1,GCA_004801975.1,GCA_002993085.1,GCA_009686625.1,GCA_002247145.1
Agaricus bisporus 9,GCA_943193725.1,GCA_001682475.1,GCA_030246685.1,GCA_963576785.1,GCA_019143365.1,GCA_038090435.1,GCA_029542825.1,GCA_003788615.2,GCA_023091665.1
Colletotrichum lupini 0,GCA_023278565.1,GCA_030913515.1,GCA_030867335.1,,GCA_000150825.1,GCA_043253745.1,,GCA_016098165.1,GCA_032158285.1
Colletotrichum lupini 1,GCA_030913515.1,GCA_045682545.1,GCA_002887685.1,,GCA_002851715.1,GCA_024704035.1,GCA_040803895.1,GCA_001712445.1,GCA_016169925.1
Colletotrichum lupini 2,GCA_045682545.1,GCA_045682565.1,GCA_012932255.1,,GCA_001557505.1,GCA_043254465.1,GCA_003501935.1,GCA_027886755.1,GCA_038051135.1
Colletotrichum lupini 3,GCA_045682565.1,GCA_045682585.1,GCA_030869225.1,,GCA_001599815.1,GCA_020975825.1,GCA_022544795.1,GCA_019633425.1,GCA_042082295.1
Colletotrichum lupini 4,GCA_045682585.1,GCA_045682595.1,GCA_020457905.1,,GCA_002851715.1,GCA_019055195.1,GCA_043882585.1,GCA_000430065.1,GCA_003676415.1
Colletotrichum lupini 5,GCA_045682595.1,GCA_045682605.1,GCA_011800055.1,,GCA_034408665.1,GCA_030780475.1,GCA_010623925.1,GCA_032191455.1,GCA_023335675.1
Colletotrichum lupini 6,GCA_045682605.1,GCA_045682645.1,GCA_001618735.1,,GCA_003320035.1,GCA_018346585.1,GCA_020747045.1,GCA_001179705.1,GCA_030278985.1
Colletotrichum lupini 7,GCA_045682645.1,GCA_045682665.1,GCA_037954465.1,,GCA_001557505.1,GCA_022287755.1,GCA_017865695.1,GCA_025330735.1,GCA_024679175.1
Colletotrichum lupini 8,GCA_045682665.1,GCA_045682685.1,GCA_014706365.1,,GCA_013170945.1,GCA_030781965.1,GCA_025434005.1,GCA_023650535.1,GCA_001950815.1
Colletotrichum lupini 9,GCA_045682685.1,GCA_045682715.1,GCA_034447905.1,,GCA_002893025.1,GCA_022288665.1,GCA_964254575.1,GCA_900260175.1,GCA_000961115.1
Paecilomyces lignorum 0,GCA_043884025.1,GCA_043882265.1,GCA_043882485.1,GCA_030581495.1,GCA_004325075.1,GCA_026055935.1,,,GCA_019207315.1
Paecilomyces lignorum 1,GCA_043882265.1,GCA_043882365.1,GCA_030061575.1,GCA_046580505.1,GCA_014805555.1,GCA_025201865.1,,,GCA_023628235.1
